,time [s],cfo_meas,cfo_demod,gain_imb,iq_imb,or_off,quadr_err,ph_err,mag_err,evm
53,45207.98,-432,-417.860443115,0.07169321924,-47.4613761902,-27.2725391388,0.10927619785,1.03866934776,0.45915016532,1.77200162411
54,45208.404,-414,-423.497467041,0.06455828249,-48.4799537659,-27.034204483,-0.07064123452,0.95106512308,0.44189086556,1.66467797756
55,45209.007,-414,-419.344940186,0.0582742691,-49.4755210876,-26.9970054626,-0.02026346326,1.0494863987,0.4193725884,1.82470870018
56,45209.429,-414,-423.891937256,0.08111017197,-46.5511322021,-27.1289176941,-0.06538198888,1.05613589287,0.44151112437,1.83687245846
57,45210.037,-414,-423.910522461,0.09676229954,-45.0814552307,-27.1660079956,-0.01145977713,1.07539498806,0.43285870552,1.86763036251
58,45210.619,-432,-421.172576904,0.10364780575,-46.3625068665,-27.1143035889,0.01708913408,1.01160418987,0.46594059467,1.80220246315
59,45211.068,-432,-428.507293701,0.07582151145,-47.0765914917,-26.9251823425,-0.08529881388,1.1791087389,0.46501863003,2.01772356033
60,45211.493,-414,-427.934051514,0.05563263968,-49.0802383423,-26.907245636,0.16617508233,1.0351421833,0.43285271525,1.84081888199
61,45211.911,-414,-427.019317627,0.05534456298,-49.3999137878,-27.0006580353,0.13227686286,1.03835391998,0.41150337458,1.81719565392
62,45212.315,-432,-423.594573975,0.07539553195,-47.1473045349,-27.0133628845,0.07696855068,1.09871315956,0.44267079234,1.93374657631
63,45212.745,-432,-423.925598145,0.1024588123,-44.3221054077,-27.0185890198,0.16915646195,1.07968330383,0.43513402343,1.89422178268
64,45213.344,-432,-427.88571167,0.07669907808,-46.9493484497,-26.9284534454,0.09543310851,1.14133405685,0.4495575428,2.0182197094
65,45213.781,-432,-424.812042236,0.06456650048,-48.4183120728,-27.1959018707,0.08721468598,1.05823647976,0.44356673956,1.77563130856
66,45214.394,-414,-421.94732666,0.07614688575,-47.123134613,-27.095041275,0.04879487306,1.07564508915,0.44201904535,1.85292589664
67,45214.998,-414,-429.211547852,0.090273045,-45.683807373,-27.0424003601,-0.01280660462,1.07309162617,0.45887544751,1.90877509117
68,45215.428,-432,-425.860137939,0.09401763231,-45.3131713867,-27.4265365601,0.04172221199,1.08075416088,0.41935071349,1.90997850895
69,45216.029,-432,-421.426849365,0.06215193495,-48.6691703796,-26.935749054,0.10159394145,1.13948905468,0.46279942989,1.9812874794
70,45216.454,-414,-423.069244385,0.08544828743,-45.9999275208,-27.2377109528,0.11021705717,1.12244212627,0.41700658202,2.04902648926
71,45216.871,-414,-425.225128174,0.0688399449,-47.6301269531,-27.1899337769,0.14288756251,1.10089015961,0.46378001571,1.91611254215
72,45217.481,-432,-422.511016846,0.03955158591,-52.7517738342,-26.5537834167,0.04026054963,1.1016728878,0.47287419438,1.90275931358
73,45217.9,-432,-423.19543457,0.07892081141,-46.7882537842,-26.854391098,-0.06381445378,1.02663099766,0.41743129492,1.79905390739
74,45218.306,-432,-422.057556152,0.08679440618,-46.0201416016,-27.0542755127,0.02290162444,1.12987565994,0.42542585731,1.96246874332
75,45218.732,-432,-423.830383301,0.07098563761,-47.7691268921,-27.2521934509,0.01472247299,1.03269541264,0.4156523943,1.85113251209
76,45219.149,-432,-421.138153076,0.04807569832,-50.7234153748,-27.1171417236,0.10292497277,1.08500421047,0.46716812253,1.91194486618
77,45219.556,-414,-425.360534668,0.07354149222,-47.432636261,-27.0917873383,0.04282357916,1.05961751938,0.43399423361,1.86763143539
78,45219.979,-414,-427.772491455,0.06990926713,-47.8539848328,-27.2845916748,-0.05076196417,1.12546777725,0.4583234489,1.94356501102
79,45220.59,-432,-424.718902588,0.08170717955,-46.425403595,-27.1508998871,0.09260541201,1.16127312183,0.43728491664,2.03483295441
80,45221.01,-432,-422.158172607,0.04364882037,-51.8863143921,-26.9767799377,0.04634966329,1.00177943707,0.44043719769,1.72630786896
81,45221.613,-414,-422.006561279,0.0791034475,-46.8049888611,-26.9659328461,0.04202957079,0.96556311846,0.42215228081,1.74702143669
82,45222.049,-414,-421.854248047,0.08440856636,-46.2461433411,-26.9090614319,0.04064645618,1.09714853764,0.44319224358,1.88696146011
83,45222.455,-432,-421.001800537,0.08409888297,-46.2852249146,-27.2646884918,-0.03354818001,1.15896499157,0.4602881074,2.0226225853
84,45222.881,-432,-422.94543457,0.07204031199,-47.5917663574,-26.8120803833,0.05294847861,1.10148429871,0.44717234373,1.9013030529
85,45223.487,-414,-422.942810059,0.08642739058,-46.0132980347,-26.6989498138,0.06171076,1.11776328087,0.47917631269,1.98898553848
86,45223.91,-414,-422.978088379,0.08814748377,-45.8924942017,-27.0195121765,-0.00413824106,1.04730796814,0.45982772112,1.8394099474
87,45224.484,-432,-426.480316162,0.06829959154,-48.1282730103,-27.0243434906,0.07569044828,1.07844078541,0.46989876032,1.88482403755
88,45224.952,-432,-425.905273437,0.06922619045,-47.9503593445,-27.3244514465,0.04455332458,1.05908334255,0.40563625097,1.88039398193
89,45225.378,-414,-428.010742188,0.09291440248,-47.1542015076,-27.1425094604,0.09061441571,0.9996471405,0.45355832577,1.82643806934
90,45225.98,-414,-423.462768555,0.08345486969,-46.3363265991,-27.1101970673,0.04702072963,1.04172682762,0.46182349324,1.87411570549
91,45226.407,-432,-426.691070557,0.05348623917,-50.1751098633,-26.9273681641,0.04060120508,1.13782024384,0.44505083561,1.97800040245
92,45227.011,-432,-427.765686035,0.02672183886,-56.2497940063,-27.1784114838,-0.00847626477,1.07146477699,0.47601744533,1.92195284367
93,45227.591,-414,-423.757141113,0.07781052589,-47.8060264587,-27.1256408691,0.11772770435,1.07353687286,0.44456651807,1.8339868784
94,45228.06,-414,-426.079284668,0.05960198119,-49.0305786133,-26.9976329803,0.09788685292,1.07340335846,0.44397833943,1.90161824226
95,45228.665,-432,-424.744689941,0.07446548343,-47.3578605652,-27.178609848,0.00070692459,1.03045773506,0.43086931109,1.79834401608
96,45229.102,-432,-425.02154541,0.07595700026,-47.17578125,-27.2544746399,0.02394643053,1.05134534836,0.44659912586,1.95069253445
97,45229.71,-432,-421.047576904,0.10021136701,-44.7696647644,-27.5837211609,0.03019285202,1.18518424034,0.41625326872,2.0101583004
98,45230.307,-414,-425.376708984,0.03907125071,-45.3914260864,-27.5684700012,0.03694107756,0.96534532309,0.41679269075,1.7524793148
99,45230.931,-414,-434.411590576,0.06813829392,-47.8763694763,-26.8810157776,0.1099916622,1.07274794579,0.46010962129,1.89502334595
100,45231.379,-432,-441.112823486,0.0625436157,-48.8670692444,-27.6342849731,-0.01566888019,1.03835916519,0.43130034208,1.86007297039
101,45231.956,-432,-445.683105469,0.05906104669,-45.283657074,-27.2546367645,-0.02735490724,1.10423326492,0.42574611306,1.90757250786
102,45232.428,-396,-286.282806396,0.06121635064,-49.0113105774,-27.3683738708,-0.042724967,1.04974126816,0.4271325171,1.91629123688
103,45233.033,-396,-298.471343994,0.06854717433,-47.9684104919,-27.2409973145,0.07198677957,1.08567142487,0.44432041049,1.95730471611
104,45233.458,-306,-310.036315918,0.07309999317,-47.4330253601,-26.630563736,-0.0680013597,1.06980359554,0.51001244783,1.95856499672
105,45233.879,-306,-321.153411865,0.06769961119,-48.1762161255,-26.9936008453,-0.02028310113,1.02889347076,0.41478276253,1.86980175972
106,45234.488,-324,-329.559967041,0.08060853183,-46.5649528503,-27.0424556732,-0.08291166276,1.10867166519,0.43665361404,1.95134842396
107,45234.906,-324,-340.025115967,0.06833965331,-48.0495948792,-27.0128669739,-0.0504085049,1.02039384842,0.43815019727,1.74580669403
108,45235.314,-342,-341.137664795,0.05002989247,-50.5750198364,-26.9588012695,0.07821847498,1.05546832085,0.42460799217,1.88239872456
109,45235.737,-342,-346.917907715,0.06582748145,-48.2914581299,-27.346704483,-0.07782658935,1.05644488335,0.4075601697,1.86446416378
110,45236.152,-342,-293.677062988,0.09436998516,-45.2883529663,-26.8692703247,0.03264147416,1.07451844215,0.46154731512,1.82755362988
111,45236.577,-324,-299.324707031,0.06018504128,-49.1699447632,-27.3541240692,0.03687106818,1.06699299812,0.45019489527,1.8462240696
112,45237.19,-324,-305.988739014,0.08081576228,-46.6345176697,-27.0282077789,0.02863874286,1.11234867573,0.42779091001,1.91794109344
113,45237.795,-306,-322.64755249,0.06568670273,-48.0616226196,-27.1231307983,0.13203780353,1.08062767982,0.45334810019,1.89963972569
114,45238.212,-306,-328.097259521,0.06951072812,-47.8048706055,-26.8014240265,0.08624821156,0.95242911577,0.44333553314,1.72296988964
115,45238.638,-342,-342.708068848,0.07732512057,-46.9882011414,-27.1397781372,0.0505604744,1.07089459896,0.40719476342,1.8362429142
116,45239.06,-342,-355.116424561,0.08175949007,-46.4787216187,-27.0922927856,0.06749592721,1.13622522354,0.42727902532,1.86200463772
117,45239.666,-342,-362.091003418,0.07349426299,-47.3120765686,-27.156665802,0.09388065338,1.06662893295,0.45111706853,1.8803563118
118,45240.248,-342,-376.088500977,0.08503610641,-49.8005218506,-27.3122768402,0.02167901956,1.0515846014,0.41332110763,1.86703801155
119,45240.696,-378,-383.096069336,0.08666215837,-45.9827613831,-27.0616073608,0.06608549505,1.05645573139,0.43961134553,1.85750484467
120,45241.117,-378,-397.995666504,0.07137384266,-47.5836143494,-27.2153587341,0.08597500622,1.0148743391,0.44310879707,1.84885323048
121,45241.698,-396,-406.913909912,0.06016550213,-51.0837783813,-26.898891449,0.02013198286,1.08710837364,0.45530325174,1.95214378834
122,45242.163,-396,-422.008056641,0.07095277309,-49.9464073181,-27.3387489319,0.01774483174,1.00121080875,0.3882407546,1.75205230713
123,45242.766,-414,-436.030609131,0.04165093601,-52.3549385071,-27.1290988922,-0.02935615368,1.14166104794,0.43956971169,1.98304057121
124,45243.196,-414,-450.393371582,0.08151946217,-46.5050811768,-26.882226944,0.06690170616,1.04466223717,0.43433994055,1.84104073048
125,45243.799,-450,-458.098114014,0.05623551086,-49.5952720642,-26.9615840912,0.0808250457,1.1702901125,0.43120399118,2.05892276764
126,45244.222,-450,-472.759277344,0.03795173764,-52.8275260925,-27.1183929443,0.07618478686,1.06116437912,0.41073650122,1.83295071125
127,45244.794,-468,-483.526672363,0.07348296791,-44.5608673096,-26.94896698,0.09416525811,1.64471423626,0.42768996954,2.84621429443
128,45245.262,-468,-327.722625732,0.07339775562,-47.4688415527,-27.0391178131,0.02803451195,1.06838440895,0.44743642211,1.85058617592
129,45245.857,-378,-336.261199951,0.06919434667,-47.9678459167,-26.9976158142,0.0366072543,1.08187007904,0.409255445,1.92402744293
130,45246.299,-342,-353.972442627,0.08424962312,-47.2041053772,-27.0371646881,0.03720404208,1.09461545944,0.47393316031,1.96675598621
131,45246.9,-342,-361.93572998,0.06456752867,-48.5778007507,-26.939332962,0.02801402099,1.03872215748,0.45601111651,1.79998373985
132,45247.306,-378,-372.835449219,0.05816524476,-48.9402236938,-26.8752326965,0.14281754196,1.0461281538,0.45554605126,1.85286831856
133,45247.729,-378,-378.944580078,0.07428684831,-47.3150558472,-26.8047237396,-0.05954217538,1.06304478645,0.44197073579,1.81403887272
134,45248.153,-378,-399.480377197,0.06243669987,-48.512840271,-26.948551178,0.12373912334,1.06142175198,0.46371403337,1.89514756203
135,45248.571,-396,-415.296325684,0.08589223027,-46.1118927002,-27.1239204407,0.02115565725,1.00833153725,0.45073348284,1.72392916679
136,45249.182,-396,-415.248565674,0.05831129476,-48.8333358765,-26.8480968475,0.15435545147,1.2140930891,0.49315533042,2.12805771828
137,45249.607,-414,-433.504119873,0.08491203189,-46.2114219666,-27.2322158813,0.02126067132,1.09459245205,0.44541987777,1.97431910038
138,45250.212,-414,-380.370178223,0.06921181083,-47.344329834,-27.338394165,0.18328984082,1.06882488728,0.43579167128,1.87319970131
139,45250.818,-396,-394.07913208,0.09066140652,-45.6484069824,-27.0535373688,0.00262236572,1.07371306419,0.40294969082,1.92264592648
140,45251.238,-396,-400.707763672,0.08883624524,-45.7867164612,-26.5480384827,-0.05519817397,1.06814467907,0.40875506401,1.93873918056
141,45251.661,-378,-287.542663574,0.05709036812,-49.5471725464,-27.0720787048,0.06265161932,1.08739173412,0.47101154923,1.9366247654
142,45252.271,-378,-309.686584473,0.04941011593,-50.3890037537,-26.7159957886,0.11760316044,0.99634373188,0.43847486377,1.74481594563
143,45252.69,-306,-324.407745361,0.10611633211,-44.265083313,-26.845451355,0.04282443225,1.12853944302,0.48350006342,2.04113006592
144,45253.297,-342,-341.221954346,0.0727673173,-47.5196151733,-27.1061019897,0.0452931188,1.13006532192,0.48043629527,2.02763032913
145,45253.722,-342,-356.411895752,0.06709239632,-48.1210174561,-26.8591899872,0.08079089224,1.15204119682,0.44766533375,1.92677867413
146,45254.145,-342,-363.53137207,0.07882948965,-48.408618927,-26.9486446381,0.14284999669,1.06334173679,0.44902068376,1.82808804512
147,45254.747,-360,-374.661865234,0.09161226451,-45.4941291809,-27.164981842,0.0734655112,1.08343207836,0.46592915058,1.94068324566
148,45255.325,-396,-389.452758789,0.06086368486,-46.3938026428,-27.0399665833,-0.0137875909,1.03479111195,0.44422480464,1.84803664684
149,45255.796,-396,-225.148651123,0.06008735299,-48.9879722595,-26.641254425,0.0930903554,0.98741602898,0.43929535151,1.77051985264
150,45256.401,-270,-235.505096436,0.07851139456,-46.8836860657,-27.375617981,0.03009637445,1.06113696098,0.42652794719,1.84582448006
151,45256.826,-270,-242.148223877,0.08112761378,-46.5797462463,-27.1412277222,0.04738614336,1.01794135571,0.45068046451,1.74910664558
152,45257.245,-270,-257.423339844,0.09634963423,-45.1175079346,-26.5674362183,-0.0153508503,1.18673586845,0.47894129157,2.11619234085
153,45257.667,-252,-270.461212158,0.07065287977,-47.8134460449,-27.0855941772,0.00704960898,1.11441683769,0.42103910446,1.96954548359
154,45258.088,-252,-275.634796143,0.06083180755,-48.9774017334,-26.9117717743,0.07187066227,1.08812725544,0.40839192271,1.85548853874
155,45258.698,-270,-288.219177246,0.03486356884,-53.6980209351,-27.0551490784,0.05614415556,1.07440054417,0.41463762522,1.94855332375
156,45259.303,-306,-303.587799072,0.095085904,-45.2344703674,-26.8570823669,-0.0039580944,1.12101137638,0.42414805293,1.97906064987
157,45259.724,-306,-312.777954102,0.06966479868,-47.6884307861,-27.1253547668,0.11142428964,1.09056437016,0.45928367972,1.89982390404
158,45260.302,-324,-333.015075684,0.08412041515,-47.6387290955,-27.0067329407,-0.05476531014,1.07764959335,0.41933706403,1.83008110523
159,45260.759,-324,-342.068664551,0.09800326079,-44.968585968,-27.1727371216,-0.01863617077,1.1589550972,0.40467008948,1.99178993702
160,45261.339,-342,-348.704528809,0.09033349901,-46.0166511536,-27.1787242889,0.09020502865,1.04222309589,0.43978759646,1.82957077026
161,45261.788,-342,-223.060180664,0.04970765859,-50.8556060791,-27.378408432,0.01784045435,1.04569149017,0.39352461696,1.77714622021
162,45262.381,-234,-240.855987549,0.06116597354,-48.1259880066,-27.4645595551,-0.02348731272,1.04091477394,0.44938996434,1.83513426781
163,45262.828,-234,-257.991638184,0.07698336244,-47.0566253662,-27.0721359253,-0.02710560523,1.24694693089,0.45223647356,2.16739296913
164,45263.254,-234,-267.543670654,0.05612234771,-49.7578735352,-27.5744781494,0.04232369363,1.05650389194,0.49583396316,1.8288731575
165,45263.672,-270,-278.433563232,0.05432284251,-50.0606307983,-27.1503295898,-0.03299664333,1.0315438509,0.44393292069,1.87408983707
166,45264.283,-270,-287.504760742,0.08990720659,-45.6871681213,-27.3884124756,0.05244389921,1.07536637783,0.46010768414,1.86439049244
167,45264.718,-288,-297.501373291,0.06123691425,-48.9738121033,-27.1169319153,0.05608097464,1.07752251625,0.44635251164,1.88014471531
168,45265.33,-288,-308.031768799,0.04245261848,-52.1060943604,-27.2288131714,0.04931055009,1.03849482536,0.41535374522,1.88058388233
169,45265.936,-288,-316.719146729,0.07059022784,-47.6897850037,-27.1125793457,0.08190762997,1.07245182991,0.44618180394,1.90855193138
170,45266.353,-324,-319.280670166,0.06716945767,-48.023765564,-27.2175388336,0.10324172676,1.03370916843,0.46974602342,1.79830062389
171,45266.962,-324,-338.80166626,0.05581988394,-49.8567848206,-26.9319839478,-0.01164888777,0.9927328825,0.46201321483,1.79126560688
172,45267.385,-342,-354.957702637,0.07636653632,-47.0003929138,-26.8418865204,0.09067247063,1.14211928844,0.469920367,1.84779655933
173,45267.996,-342,-380.802764893,0.08572613448,-46.1058006287,-26.8626556396,0.04622330517,1.10393059254,0.43650510907,1.91904759407
174,45268.413,-378,-391.628112793,0.0736965239,-47.4480819702,-27.4338912964,-0.00128578313,1.02911770344,0.41906294227,1.82832276821
175,45269.022,-378,-403.187286377,0.09154874086,-45.5591468811,-26.9727020264,-0.0199236609,1.0566573143,0.43836763501,1.87619781494
176,45269.444,-396,-309.167022705,0.06982914358,-47.9101791382,-26.9184036255,0.01715743542,1.1578963995,0.45275139809,2.02796220779
177,45270.025,-396,-313.270202637,0.08328462392,-47.2822189331,-27.1837043762,-0.08731372654,1.0833016634,0.4563446641,1.93813836575
178,45270.473,-306,-327.666870117,0.06248810142,-48.8192062378,-27.0584487915,-0.04933445528,1.13260948658,0.44070935249,2.00738501549
179,45271.09,-306,-333.378173828,0.05932020396,-49.2474899292,-27.0653839111,0.0551469475,1.14788031578,0.50168174505,2.03474736214
180,45271.503,-342,-336.044525146,0.09088581055,-45.6057128906,-26.8491020203,0.04207738116,1.1312110424,0.48213344812,1.94922828674
181,45272.11,-342,-349.543762207,0.09047081321,-45.5275382996,-26.843755722,0.10771378875,1.16543233395,0.46392863989,2.0228600502
182,45272.551,-342,-362.478179932,0.05741953105,-49.3838729858,-26.8689804077,0.08868573606,1.08124673367,0.45743665099,1.92727804184
183,45272.97,-342,-371.507507324,0.0655952394,-48.4346542358,-27.1293354034,-0.03283357248,1.00075042248,0.44806748629,1.8244972229
184,45273.585,-378,-379.466156006,0.0652468577,-48.412727356,-27.079662323,0.06336580217,1.11745452881,0.43796306849,1.87339746952
185,45273.999,-378,-387.799255371,0.04491284117,-51.6571960449,-27.0625038147,-0.04340457171,1.0652962923,0.43173202872,1.8474009037
186,45274.421,-396,-392.621673584,0.06845882535,-48.0829658508,-27.3949432373,0.01580847241,1.0194838047,0.44323825836,1.89370310307
187,45274.841,-396,-405.875823975,0.09270542115,-45.3016471863,-27.0938911438,0.11587074399,1.07397246361,0.45310389996,1.93526446819
188,45275.454,-396,-423.222930908,0.07686021179,-46.91588974,-27.0225448608,0.10042598099,1.01670384407,0.42446312308,1.81225776672
189,45275.879,-396,-431.625274658,0.0868897438,-48.8183135986,-27.5267066956,0.17233677208,1.07572007179,0.46145063639,1.93789768219
190,45276.484,-450,-439.898956299,0.04936584458,-50.8361206055,-26.9706382751,0.04770887271,1.0734719038,0.44388091564,1.94246268272
191,45276.899,-450,-427.775512695,0.08989388496,-45.6745567322,-26.9467945099,0.06235792115,1.06693279743,0.4614045918,1.89209318161
192,45277.324,-342,-332.216217041,0.05319294706,-50.2706680298,-26.9025611877,0.01601337828,1.12735843658,0.45250537992,2.00716948509
193,45277.929,-342,-349.232696533,0.05960712209,-49.1884803772,-26.9354629517,0.06079124659,1.02373707294,0.44361686707,1.84896314144
194,45278.354,-360,-368.93963623,0.06654473394,-48.2871856689,-27.1823043823,-0.04606620967,1.09115743637,0.4425778389,1.98354363441
195,45278.773,-360,-376.409515381,0.07016398758,-47.7002906799,-26.971118927,0.09367604554,1.09753513336,0.46348065138,2.03560376167
196,45279.384,-270,-204.656600952,0.08135123551,-46.5881385803,-27.1166324615,0.01059063524,1.07454240322,0.43160057068,1.96512007713
197,45279.81,-270,-211.538742065,0.0542816855,-49.7950210571,-27.1800785065,0.09722091258,1.03019332886,0.4300647378,1.73848235607
198,45280.222,-270,-215.870651245,0.06173247844,-48.3950996399,-26.8882541656,0.15555755794,1.06589710712,0.42466488481,1.85027086735
199,45280.643,-216,-225.079666138,0.07476113737,-47.313079834,-26.9745483398,-0.02398762479,1.06735861301,0.45410516858,1.84327626228
200,45281.225,-216,-242.343963623,0.05921736732,-45.9850120544,-26.8978919983,0.14381304383,1.02363610268,0.44726747274,1.87167227268
201,45281.849,-234,-259.18460083,0.06898889691,-53.1508598328,-26.8536739349,0.06993430853,1.06841051579,0.44570985436,1.88174581528
202,45282.302,-270,-265.492706299,0.07649894059,-46.8762435913,-27.1710929871,0.12220232934,1.02629601955,0.44055837393,1.77360796928
203,45282.91,-270,-271.387786865,0.04723128304,-51.2013206482,-27.2201442719,0.05020103604,1.04174435139,0.46585410833,1.86584532261
